text,intent,domain
what's my savings balance at chase,35,business
do i have enough money in my chime bank account to take ashley to the movies tuesday,35,business
check my visa account and see if i have enough money for dinner tonight,35,business
is tehre enough in my bluebird account for groceries this week,35,business
do i have enough in my sears account to buy a new dishwasher,35,business
is there enough money in my discover account for a new pair of jeans,35,business
what is the total of my bank accounts,35,business
what is in my bank accounts,35,business
what is the balance on my bank accounts,35,business
what is remaining in my bank acccounts,35,business
how much money is left in my bank accounts,35,business
what amount of money is in my bank accounts,35,business
what is the balance of my bank accounts,35,business
what what kind money is available in my bank accounts,35,business
what is the value of my bank accounts,35,business
how much funds do i have in my bank accounts,35,business
what's my checking account balance,35,business
how much do i have in my checking,35,business
what's the balance of my savings,35,business
how much is in savings,35,business
how much money is in my checking account,35,business
what's the amount of money accumulated in my bank accounts,35,business
what's my current bank savings,35,business
how much total cash do i have in the bank,35,business
what's my current checking balance,35,business
can you tell me my current bank accounts balance,35,business
what's the balance of my bank accounts,35,business
what is my current balance on my home equity line of credit,35,business
please find my balance on my chase mastercard,35,business
can you tell me my checking account balance,35,business
perform a search for my most recent balance on my amex account,35,business
how much is the current balance in my td bank savings account,35,business
what is my balance in checking account,35,business
how much is available in my savings account,35,business
tell me what i have in my money market account,35,business
how much money do i have in my account,35,business
how much is left of mastercard,35,business
what is the available balance in savings,35,business
what is the balance on my visa,35,business
do i have enough money in my chase account for a new refrigerator,35,business
do i have enough money in my charles schwab account to get a new baseball bat,35,business
i'd like to know my bank balance please,35,business
what's the balance on my bank account,35,business
will the money in my capital one account cover a new washing machine,35,business
could you check my bank balance for me,35,business
will the amount in my chase bank account right now cover the cost of a new dryer,35,business
i want to get a new shirt; will the money in my td ameritrade account cover it,35,business
how much do i have in the bank,35,business
what's my bank balance,35,business
what is my bank balance,35,business
is there any money left,35,business
do i have any cash left,35,business
can you tell me how much cash i have,35,business
do i have enough in my boa account for a new pair of skis,35,business
do i have enough in my chase account for new nikes,35,business
can the funds in my wells fargo account cover my lift tickets,35,business
do i have enough to cover new skis in my bank of america account,35,business
do i have enough in my chase account for a plane ticket,35,business
do you know how much i have in checking,35,business
what is my saving's account balance,35,business
what's the balance in my checking,35,business
how much do i have in savings,35,business
could you tell me what my checking account balance is,35,business
what's my total net worth in all of my bank accounts,35,business
what's my account balance,35,business
i want to view my balance,35,business
check my bank balance,35,business
how much money do i have in all of my accounts,35,business
how much money do i have in all of my accounts combined,35,business
what's my checking balance,35,business
how much money do i have total,35,business
what's the total of my bank accounts,35,business
how much money do i have in checking,35,business
i wish to know the balance of my bank of american account,35,business
what is the balance of my bank of american account,35,business
i need to know my bank balance,35,business
i wanna know the balance of my bank of american account,35,business
i'd like to know the balance of my bank of american account,35,business
i wish to know the balance of my bank of american account now,35,business
please tell me my bank balance,35,business
i wanna know my bank balance,35,business
please let me know what my current bank balance is,35,business
what is status of my bank account,35,business
what is my balance,35,business
what is the balance of my bank account,35,business
what is is the details of my bank account,35,business
is there enough money in my discover account for a vacation,35,business
is there enough money in my account for expenses,35,business
do i have enough money in my first hawaiian bank account for a vacation,35,business
is there enough money in my bank of hawaii for vacation,35,business
is there enough money in my discover account for airplane tickets,35,business
what is my savings account balance,35,business
what is my savings balance,35,business
what is my money market account balance,35,business
what is my bank balance for all accounts,35,business
tell me my payroll account balance,35,business
verify that i have reservations at chilis for john doe,85,business
can you check my reservations for mortons under david winters,85,business
can you check for reservations at wongs chinese for john acer,85,business
check and confirm reservations at ruth chris for carol lee,85,business
verify that my reservations at won wons for joe lee are good,85,business
check on my reservation for umami at 6pm,85,business
"confirm a reservation for nicole brown at diangelo's at 6:45 pm, please",85,business
i need you to confirm that there is a reservation under the name david kramer for 7:00 pm at pietro's,85,business
"i would like to confirm my 7:30 pm reservation at morton's steakhouse, under michael james",85,business
can you please confirm that i have a 6:00 pm table reserved under michelle solomon at devon's,85,business
"please confirm my reservation at parc for 8:00 pm, with the name denise jack",85,business
please confirm my reservation for thursday at 10am,85,business
does it show me as having a reservation for tomorrow at 5,85,business
can you confirm my reservation for 6 at the outback,85,business
can you check that i have a reservation on february 28th for 3 in the afternoon,85,business
i want to make sure my reservation for 5 at mcdonalds is still set,85,business
i want to verify my reservation for the 18th at 1pm,85,business
"do i have a reservation for may 1st, 2019 at 4 pm",85,business
can you verify that i have a reservation at o'reilly's for 9,85,business
can you assure me i have a table at taco bell at 7pm,85,business
is my 10am village inn reservation valid,85,business
please confirm my reservation for morton's at 5 pm,85,business
do i have reservations at o'neal's at 3 pm,85,business
is my reservation confirmed for lu shi at 7 pm,85,business
confirm my reservation at dino's at 6 pm,85,business
please tell me if my reservation is scheduled for sally's at 3 pm,85,business
check to see if i have reservations at prado at 6 pm,85,business
tell me if i have reservations at the back abbey at 6 pm,85,business
do you know if my reservation for dono is confirmed at 8 pm,85,business
do i have reservations at creme at 7 pm,85,business
i need to know if i have reservations at arufflo at 5 pm,85,business
i really need you to confirm my reservation for kevin at red robin,85,business
can you confirm my reservation for kevin at red robin,85,business
i wanna confirm my reservation for 2/20 at 8 pm,85,business
i'd like to confirm my reservation for 2/20 at 8 pm,85,business
i would like for you to confirm my reservation for red robin at 5 pm,85,business
i must confirm my reservation for 2/20 at 8 pm,85,business
i really want to confirm that i have a reservation at red robin for josh,85,business
i need you to confirm my reservation for kevin at red robin,85,business
will you confirm my reservation for red robin at 10,85,business
i wanna try and confirm that i have a reservation at red robin for josh,85,business
i need to confirm that i have a reservation at red robin for josh,85,business
please confirm my reservation for red robin at 9,85,business
i wish to confirm that i have a reservation at red robin for josh,85,business
i need to confirm my reservation for 2/20 at 8 pm,85,business
go ahead and confirm my reservation for kevin at red robin,85,business
please confirm my reservation for 2/20 at 8 pm,85,business
confirm my reservation for red robin at 8,85,business
i need you to confirm my reservation for outback steakhouse at 6,85,business
please confirm my reservation for kevin at red robin,85,business
i'd like to confirm that i have a reservation at red robin for josh,85,business
will you make sure robert has a reservation at ruth's steakhouse,85,business
do i still have the reservation on march 21 at 8pm,85,business
can you check that there's a reservation for mark at sidetracks,85,business
will you check there is a reservation for laura at black pearl,85,business
i need to make sure there is a reservation for george at connor oneil's,85,business
can you confirm my reservation for 6 pm on the 13th of february,85,business
can you confirm i have a reservation at 5 pm on march 13th,85,business
can you confirm my reservation for 8 pm on the 7th of november,85,business
please confirm i have a reservation for 2 pm on february 21st,85,business
can you verify mike has a reservation at black rock at 6 pm,85,business
i want my reservation for march 1 at 8 pm confirmed,85,business
will you please confirm my reservation for march 11 at 6:30 pm,85,business
i would like you to confirm my reservation for next saturday at 11 am,85,business
i need you to confirm my reservation for tomorrow at 3 pm,85,business
check to confirm my reservation for february 22 at noon,85,business
i would like to try and confirm that i have a reservation at houlihan’s for mike,85,business
i would like to try and confirm that i have a reservation at the seven dwarves for peter,85,business
i would like to try and confirm that i have a reservation at hu hot for paulie,85,business
i would like to try and confirm that i have a reservation at macaroni grill for saul,85,business
i would like to try and confirm that i have a reservation at chili’s for melinda,85,business
i would like to try and confirm that i have a reservation at macaroni grill for silva,85,business
i would like to try and confirm that i have a reservation at kelly's for moreno,85,business
i would like to try and confirm that i have a reservation at la palapa for bolding,85,business
i would like to try and confirm that i have a reservation at gusteau's for krystine,85,business
i would like to try and confirm that i have a reservation at chili's for jamie,85,business
can you confirm my reservation for jim at lawry's,85,business
can you confirm my reservation for dave at outback steakhouse,85,business
can you confirm my reservation for lance at morton's,85,business
can you confirm my reservation for steve at olive garden,85,business
can you confirm my reservation for jaime at red lobster,85,business
i'd like for you to make sure my reservation is there for charlie's under jack,85,business
can you check and see i have a reservation under alex for bon apetite,85,business
can you verify my reservation under steve for friendly's,85,business
make sure my reservation is happening for john at olive garden,85,business
double check my reservation under adam for outback steakhouse,85,business
please confirm my reservation for april 1st at 9am,85,business
please confirm my reservation for march 8th at 12:00,85,business
can you confirm my reservation for donnobys at 5:00,85,business
can you confirm my reservation for minnis at 4:00,85,business
please confirm my reservation for may 9th at 4pm,85,business
please confirm my reservation for march 1st at 2pm,85,business
can you confirm my reservation for torris at 7:00,85,business
can you confirm my reservation for applebees at 2:00,85,business
can you confirm my reservation for chillis at 8:00,85,business
please confirm my reservation for feburary 21st at 6pm,85,business
confirm my taco house reservation for jean,85,business
can you you confirm my reservation for jean at taco house,85,business
does taco house have a reservation for jean,85,business
i would like to check my reservation for jean at taco house,85,business
can you block my chase account right away please,20,business
i want my chase account blocked immediately,20,business
i need you to block my chase account immediately,20,business
can you put a block on my chase account right away,20,business
please block my chase account right away,20,business
what do i do to freeze my account,20,business
place a hold on my bank account,20,business
how can i stop transactions on my account,20,business
freeze my account immediately,20,business
block my monkey market right now,20,business
put a stop on my deposit account,20,business
stop any future processing on my savings account,20,business
put a hault on my savings account,20,business
"could you put a stop on my bank account, please",20,business
can you put a stop on my bank account now,20,business
"can you put a stop on my bank account, please",20,business
could you freeze my account,20,business
"could you freeze my account, please",20,business
can you put a stop on my bank account,20,business
"can you freeze my account, please",20,business
could you freeze my account now,20,business
can you freeze my account,20,business
could you put a stop on my bank account,20,business
do you mind putting a stop on my bank account,20,business
i would like you to put a stop on my bank account,20,business
please turn my account to frozen,20,business
please make my account a frozen one,20,business
please make sure my account is frozen,20,business
is it too much trouble to put a stop on my bank account,20,business
i would love it if you could put a stop on my bank account,20,business
i would appreciate it if you put a stop on my bank account,20,business
please set my account as frozen,20,business
please freeze my account,20,business
i need my account frozen,20,business
i'd like my account frozen,20,business
i would like my account frozen,20,business
i want my account frozen,20,business
i really want my account frozen,20,business
no payments on my bank account,20,business
turn off my bank account,20,business
stop all payments to my bank account,20,business
shut down my account,20,business
close out my account,20,business
turn off my account,20,business
i need to hold off on my account,20,business
plase hold my account for now,20,business
terminate the account,20,business
i am going to need a block put on my chase account right away,20,business
would you please put a block on my chase account right away,20,business
i would like a block put on my chase account asap,20,business
can you please put a block on my chase account quickly,20,business
i need a block put on my chase account right away,20,business
i need to put a freeze on my banking account,20,business
put a freeze on my bank account,20,business
freeze my bank account,20,business
can i freeze my bank account,20,business
i want you to immediatly block any further activity on my bb&t bank account,20,business
block my citibank account right away,20,business
add a block to my capital one bank account so it cannot be used any more,20,business
please immediatly block my presidential bank account right now,20,business
put a block on my amalgamated bank account right now,20,business
please put a stop on my back account,20,business
please put a block on my td ameritrade account now,20,business
i'd like a stop placed on my bank account,20,business
place a block on my capital one account right now,20,business
i'd like a block on my charles schwab account immediately,20,business
"i need you to place a stop on my bank account, thank you",20,business
place a stop on my bank account,20,business
i need you to freeze my account,20,business
i need you to block my mutualone account now,20,business
"help me freeze my bank account, please",20,business
i'd like to put a freeze on my bank account,20,business
block my chase account asap,20,business
can you please freeze my bank account,20,business
can you please put a stop on my bank account,20,business
pause my account,20,business
put a hold on my bank account,20,business
please do a stop on my bank account,20,business
stop payments from my bank,20,business
put a hold on my account,20,business
stop my account activity,20,business
please pause my banking actions,20,business
dont allow any action on my account,20,business
don't let payments go through using my bank account,20,business
please freeze my bank account,20,business
i want my bank account frozen,20,business
my bank account must be frozen,20,business
please ask the bank to freeze my account,20,business
i need to freeze my bank account,20,business
put a block on my chase account right away,20,business
put a hold on my chase account right away please,20,business
freeze my account,20,business
place a stop on my main account for me please,20,business
please put a block on my wells fargo account,20,business
put a hold on my bank account please,20,business
put a hold on my bank of america account right away please,20,business
can you notify the bank to put a stop on my account,20,business
can you put a stop on my account,20,business
i need a stop placed on my bank account please,20,business
can you put a block on my visa account right away,20,business
ways to transfer my 401k,100,business
where do i go the transfer my 401k,100,business
"who do i go to, to transfer my 401k",100,business
what are the ways i can transfer my 401k,100,business
i need guidance on how to rollover my 401k,100,business
walk me through the process of transferring my 401k,100,business
i want to figure out how to rollover my 401k,100,business
tell me if i am able to rollover my 401k,100,business
i have to transfer my 401k but i don't know how to do it,100,business
i want to rollover my 401k but dont know how,100,business
i need to know if it is possible to rollover my 401k,100,business
i nee to know how to transfer my 401k,100,business
will you help me figure out how to transfer my 401k,100,business
explain to me how transferring my 401k works,100,business
can you instruct me on how to rollover my 401k,100,business
do you know if my 401k is able to be rolled over,100,business
look up whether my 401k may be rolled over,100,business
please walk me through the steps necessary to rollover my 401k,100,business
how do i transport my 401k,100,business
how do i relocate my 401k,100,business
"since i got a new job, i need help with my 401k rollover",100,business
i have a new job now and need help with rolling over my 401k,100,business
how do i move my 401k,100,business
i recently got a new job and need assistance with my 401k rollover,100,business
how do i redirect my 401k,100,business
"now that i have a new job, i need getting my 401k rolled over",100,business
i have a new job and need direction with my 401k rollover,100,business
i need help changing my 401k after i got a new job,100,business
i just got a new job and need help transferring my 401k,100,business
how do i rollover my 401k after i got a new job,100,business
i need to rollover my 401k because i got a new job,100,business
i jot got hired and need help with my retirement account,100,business
could you roll over my 401k for me,100,business
what are the steps for transfering my 401k,100,business
walk me through on how to roll over my 401k,100,business
help me roll over my 401k,100,business
could you walk me through transfering my 401k,100,business
i could use some help transfering my 401k,100,business
help me transfer my 401k,100,business
i need your assistance on transfering my 401k,100,business
i need your assistance on rolling over my 401k,100,business
i need help to roll over my 401k,100,business
i have to get my 401k rollover because i just got a new job,100,business
i just changed jobs and need help with my 401k rollover,100,business
i have just switched jobs and need assistance with my 401k rollover,100,business
i just started this new job and need help with my 401k rollover,100,business
i just switched jobs and need a 401k rollover,100,business
i'd like my 401k to be rolled over,100,business
tell me how to get my 401k rolled over,100,business
help me to roll over my 401k,100,business
i'd like to roll over my 401k,100,business
how can i roll over my 401k,100,business
will my 401k rollover or not,100,business
can a 401k be rolled over,100,business
do i have the ability to rollover my 401k,100,business
what's up with my 401k and will it roll over,100,business
i'm on a new job but i need help with my 401k rollover,100,business
i managed to get a new job but i need help with my 401k rollover,100,business
i just acquired a new job but i need help with my 401k rollover,100,business
i recently took a new job and need help with my 401k rollover,100,business
i just got this new job but i need help with my 401k rollover,100,business
i want help rolling over my 401k,100,business
i need to rollover my 401k to a new job,100,business
i want my 401k rolled over to a new workplace,100,business
my previous job's 401k needs to be rolled over,100,business
i need a 401k rolled over to my brand new job,100,business
what do i do to rollover my 401k,100,business
i need to rollover my 401k,100,business
can you help me with rolling over my 401k,100,business
i desperately need to rollover my 401k somehow,100,business
my new job requires that i rollover my 401k,100,business
can you help me figure out the process of rolling over a 401k,100,business
what do i need to do to rollover my 401k,100,business
can you help me rollover my 401k to my new place of employment,100,business
how can i rollover my 401k at my new job,100,business
can you assist me rolling over a 401k for a new job,100,business
what's the process for rolling over my 401k,100,business
i just found a better job and need to move my 401k over to my new employer,100,business
i have to roll over my 401k to a new account and i don't know how,100,business
i switched companies and need to rollover my 401k,100,business
tell me how to transfer my 401k,100,business
what are the steps for transferring my 401k,100,business
transfer my 401k please,100,business
i need to transfer my 401 k,100,business
is there a way to transfer my 401k,100,business
can you explain to me how to rollover my 401k,100,business
can you help me figure out how to rollover my 401k,100,business
"i got a new job, can you help me with my 401k rollover",100,business
i want to know how to rollover my 401k,100,business
i need help with my 401k rollver since i got a new job,100,business
i would like to know how to rollover my 401k,100,business
explain to me how to rollover my 401k,100,business
please help me with my 401k rollover since i got a new job,100,business
can you help me with my 401k rollover since i got a new job,100,business
"i have a new job, help me with my 401k rollover",100,business
i need assistance figuring out how to rollover my 401k,100,business
"i need to get some assistance figuring out how i can rollover my 401k, please",100,business
"i need to get some assistance figuring out how to rollover my 401k, please",100,business
i need to get some assistance figuring out how to rollover my 401k,100,business
"i need assistance figuring out how to rollover my 401k, please",100,business
who formed you,96,business
who constructed you,96,business
what's your design company,96,business
what company coded you,96,business
who fabricated you,96,business
what company wrote your code,96,business
what company owns your code,96,business
who brought you up,96,business
who is it that programmed you,96,business
whats it like to be programmed,96,business
who was the inventor of ai,96,business
ai was made by whom,96,business
tell me the inventor of ai,96,business
can you tell me who made ai,96,business
could you let me know who made you,96,business
would you let me know who programmed you,96,business
provide me the name of who programmed you,96,business
i want to know who made you,96,business
provide me the name of who made you,96,business
i am needing to know who made you,96,business
tell me who made you,96,business
tell me who programmed you,96,business
let me know who made you,96,business
i need to know who programmed you,96,business
i am wanting to know who programmed you,96,business
give me an answer to who made you,96,business
i'm needing to know who made you,96,business
what's your brand,96,business
who created you,96,business
who was your creator,96,business
who made your algorithms,96,business
who manufactured you,96,business
what's the name of the company that designed you,96,business
who's responsible for your existence,96,business
what's the business that caused you to be made,96,business
can you remember who compiled you,96,business
what company's software engineers gave you life,96,business
who are the people responsible for you,96,business
who invented you,96,business
who designed you,96,business
who developed your actions,96,business
who supplied your instructions,96,business
who formulated you,96,business
which company can i credit your design to,96,business
by which company are you designed by,96,business
to which company is your design accredited to,96,business
which company is responsible for your design,96,business
what organization created you,96,business
who developed your internal code,96,business
who created your ai program,96,business
who was your inventor,96,business
who engineered you,96,business
who is this ai's creater,96,business
who made this ai,96,business
who did the programming for this ai,96,business
i would like to know who programmed this ai,96,business
you were built by who,96,business
what company manufactured you,96,business
who were you made by,96,business
are you made in the usa,96,business
tell me your brand,96,business
tell me the company that produces you and similar machines,96,business
may i know who made you,96,business
what created you,96,business
do you know who you came from,96,business
who is your originator,96,business
who is your creator,96,business
who is responsible for who you are,96,business
who crafted you,96,business
who was your programmer,96,business
the programmer who made you is who,96,business
who did the programming on you,96,business
what is the name of the person who created you,96,business
who built you,96,business
how were you made,96,business
how did you come to be you,96,business
please identify the name of the creator of this ai,96,business
this ai was made by what person or team,96,business
who is the creator of this ai,96,business
how was this ai created,96,business
tell me what company programmed you,96,business
"the creator of your ai, what is their name",96,business
who made the ai,96,business
what is the name of the person who made the ai,96,business
can you tell me who made the ai,96,business
will you tell me who made the ai,96,business
would you tell me who made the ai,96,business
who makes the ai,96,business
ai who made you,96,business
who made you ai,96,business
can you tell me who created you,96,business
who is responsible for making you,96,business
who were you invented by,96,business
i'd like to know who made you,96,business
who brought you to life,96,business
who made you up,96,business
what company created you,96,business
who gave you life,96,business
what company sponsored you,96,business
which company programmed you,96,business
"estimated time to airport from current location, la",78,business
how long to get to the airport in la,78,business
how early should i leave to the airport in la,78,business
does it take a long time to get to the airport in la,78,business
is the ride short to the airport in la,78,business
how long's it take to get to the panera downtown,78,business
how long will it take to drive to the kroger in westwood,78,business
how long will it take to walk to the safeway in the strip mall,78,business
how long will it take me to get to the mcdonald's in the city,78,business
how long will it take me to drive to the park in west county,78,business
how long does it take to get to spago's in los angeles,78,business
it takes how long to get to the beach in santa barbara,78,business
how long does it take to get to universal studios in los angeles,78,business
how long does it take to get to disneyland in anaheim,78,business
it takes how long to get to mcdonald's in pomona,78,business
"if i take the bus, how long will it take to get to dubrovnik",78,business
how much time will riding the bus to downtown take,78,business
what's my eta on the bus ride to church,78,business
how long will it take the bus to get to stop 23,78,business
"how long before i get to dallas , in time, not miles",78,business
"what is the distance to austin city limits from my hotel , the holiday inn at austin",78,business
how far is the airport in dallas from my current location,78,business
how far am i from the beach right now,78,business
tell the miles it will take to get to las vegas from san diego,78,business
give me the time left before i get to the hotel,78,business
tell me how far i am from home in time and miles,78,business
how miles does it take to get to red lobster from my current location,78,business
how many miles until i get to the beach,78,business
"how far is the grand canyon from my current location in phoenix, az",78,business
how many hours will it take to get to my destination,78,business
how long will it take me to drive to my destination,78,business
how many miles will it take to get to my destination,78,business
where is the closest gas station,78,business
what's the estimated time to get to ppg paints arena in pittsburgh via bus,78,business
how long would it take to get to times square by bus,78,business
how long would a bus to the empire state building take,78,business
how long can i expect a bus ride to the liberty bell to take,78,business
"if i'm trying to get to heinz field, how long would it take by bus",78,business
please let me know how long it'll be until i reach the sky harbor airport,78,business
i want to know how long it is from here to the sky harbor airport,78,business
will it be long to get to the sky harbor airport,78,business
how long does it take to get to the sky harbor airport,78,business
how long does it take until i reach the sky harbor airport,78,business
approximately how long does it take to get to the resort in miami,78,business
about how much time will it take to get to the laundry in this area,78,business
approximately how much time will it take to get to tod's in minutes,78,business
how long does it take to get to the park in detroit,78,business
how long does it take to get to the airport in dallas,78,business
how long does it take to get to outback in atlanta,78,business
how long does it take to get to applebees in new york,78,business
how long does it take to get to the mall in las vegas,78,business
"so to go to brooklyn, it would take me how long again",78,business
"if i take this bus, how long until i get to brooklyn",78,business
"from here, i take this bus to go to brooklyn and how long is the commute",78,business
does it take 5 hrs to get to brooklyn by bus,78,business
"usually, how long does is the commute to brooklyn by bus",78,business
what's the eta for grandma's house,78,business
what is the average time to get to walmart in mays landing,78,business
how long does it take to get to applebees in nj,78,business
how long until i reach my destination,78,business
i need a time update on the applebees trip,78,business
i want to know the time to get to td bank in toms river,78,business
what time will we arrive at the bank,78,business
how fast can i get to target in trenton,78,business
how long is the ride to phoenix,78,business
how long will it take to get to outback in phoenix,78,business
how long will it take to get to phoenix,78,business
how long does it take to get to phoenix by bus,78,business
how long does it take to get to dallas by bus,78,business
how long will it take me to get to phoenix,78,business
how long is it gonna take to get to red robin in avondale,78,business
how long does it take to get to red robin on phoenix,78,business
how long does it take to get to virginia by bus,78,business
what is the time frame to get to phoenix,78,business
how long does it take to get to houston by bus,78,business
how long will it take me to get to red robin in glendale,78,business
what is the length of time it takes to get to phoenix,78,business
how long will it take for me to get to red robin in san diego,78,business
how long does it take to get to orlando by bus,78,business
how long will a bus ride take if i'm going to the capitol building,78,business
"if i go by bus, how long will it take to get to the airport",78,business
how long is a bus ride to the library,78,business
what amount of time would it take me to reach the university by bus,78,business
how long will it take to reach central park by bus,78,business
how much time does it take to get to levi stadium from san jose airport,78,business
how long will it take to get to golden gate bridge from pier 39,78,business
how long is the drive from sfo to fisherman's wharf,78,business
how long will it take to get to long beach terminal from long beach airport,78,business
how long will it take to get from galleria mall to state capitol,78,business
"by bus, how long would it take to get to detroit",78,business
"utilizing an automobile known as a bus, how long will it take to get to detroit",78,business
what is the time that it will take to arrive at detroit,78,business
how much time will pass between the start and end of our sojourn by bus to detroit,78,business
what amount of time will pass in order for a person at our location to take bus to detroit,78,business
how long will it take to reach my doctors office,78,business
how long to reach my doctors office,78,business
how much time to reach doctors office,78,business
time taken to reach doctors office,78,business
time taken from home to doctors office,78,business
"if i leave now, how long will it take me to drive to cape hatteras",78,business
you refer to me as what,11,business
by what name do you refer to me,11,business
what name do you use when addressing me,11,business
is there a name that you call me,11,business
how do you usually refer to me,11,business
what is the name you call me saved as,11,business
"regarding my name, whats it saved as",11,business
what name do you have saved for me,11,business
whats my name saved under,11,business
what is my first name saved as,11,business
do you know my name,11,business
say my name if you know it,11,business
can you guess my name,11,business
i want you to guess my name,11,business
by what name people call me,11,business
do you remember my name,11,business
say what you think my name is,11,business
show me what you think my name is,11,business
tell me what you think my name is,11,business
what can you call me,11,business
what would you like to call me,11,business
what would i be referred to as,11,business
what would you like to refer to me as,11,business
what do you think you will refer to me as,11,business
what will you call me,11,business
what will you refer to me as,11,business
what are you going to refer to me as,11,business
you saved my name how,11,business
in what format did you save my name,11,business
you wrote what for my name,11,business
what did ya save my name as,11,business
how did you save my name,11,business
what's my name in your system,11,business
how is my name listed,11,business
the name you have for me is what,11,business
what name am i under,11,business
call me by my name,11,business
tell me my designation,11,business
by what nym do you think of me,11,business
how do you say my name,11,business
what do you know me as,11,business
what do you say for my name,11,business
what's my name huh,11,business
please tell me the name you use for me,11,business
what name do you use to talk about me,11,business
how do you reference me,11,business
who do you think i am,11,business
can you tell me what you refer to me as,11,business
what am i called by you,11,business
what is my name saved as in your system,11,business
do you have any idea what my name is,11,business
can you tell me what my name is,11,business
what is the name you associate with me,11,business
what name do you have listed for me,11,business
what is the name you have listed for my identity,11,business
what do you refer to me as,11,business
what name do you know me by,11,business
how do you address me,11,business
tell me what you believe my name to be,11,business
what am i known as to you,11,business
what do you think i am called,11,business
tell me your guess of what my name is,11,business
can you tell me what you call me,11,business
what do you have my name saved under,11,business
what's my name saved under,11,business
what name do you call me,11,business
what is my name saved under,11,business
"what is the name that you have for me, please",11,business
what is the name that you have for me,11,business
what name do you call me by,11,business
"what is your name for me, please",11,business
what do you have me saved under,11,business
"what's the name that you have for me, please",11,business
what is my name saved as,11,business
what name do you refer to me as,11,business
what might my name be,11,business
can you tell me my name,11,business
"if you were smart, would you know my name",11,business
do you call me a certain name,11,business
do i have a name to you,11,business
what is your name for me,11,business
i want you to let me know what names you have for me,11,business
could you let me know what names you have for me,11,business
would you tell me what names you have for me,11,business
let me know what names you have for me,11,business
i need to know what names you have for me,11,business
do you my name,11,business
do you know how to refer to me,11,business
can you tell me what your refer to me as,11,business
my name is what,11,business
do you know what you call me,11,business
what is the name you call me,11,business
what name is mine,11,business
you have what name for me,11,business
so what is my name saved as,11,business
so what is my current name saved as,11,business
i wanna know what do you call me,11,business
let me know the name you have for me,11,business
so what name do you have for me,11,business
let me know what do you call me,11,business
timezone of cuba,66,business
what is the time zone of france,66,business
french time zone,66,business
which timezone is colombia,66,business
time zone in france,66,business
do you know what timezone italy is in,66,business
italy's timezone is what,66,business
the timezone of italy is what,66,business
italy is in what timezone,66,business
for italy what timezone is it in,66,business
i wanna know what timezone spain is in,66,business
what timezone is japan in,66,business
what timezone is philadelphia in,66,business
what timezone is china in,66,business
what timezone is scotland in,66,business
i need to know what timezone ireland is in,66,business
what timezone is sweden in,66,business
what timezone is phoenix in,66,business
what timezone is dallas in,66,business
tell me what timezone finland is in,66,business
what timezone is canada in,66,business
tell me the timezone that spain is in,66,business
what timezone is detroit in,66,business
what timezone is russia in,66,business
what's the time zone in miami,66,business
time zone in miami is what like,66,business
how is miami time zone like,66,business
time zone in miami is like what,66,business
miami time zone is what,66,business
what's the current timezone in barcelona,66,business
can you tell me the timezone in san francisco,66,business
"in paris, what's the timezone",66,business
what's the timezone for london,66,business
what timezone does lisbon have,66,business
in what timezone is nigeria,66,business
which timezone is england in,66,business
can you tell me which timezone is cambodia in,66,business
in which timezone is jamaica,66,business
what timezone is viet nam in,66,business
what's the timezone for brasilia,66,business
which timezone is buenos aires in,66,business
what timezone is lima in,66,business
what's chicago's time zone,66,business
what is the timezone for quito,66,business
what timezone is chicago in,66,business
what timezone is boise in,66,business
what timezone is miami in,66,business
whats the timezone for modesto,66,business
what timezone is sacromento in,66,business
whats the timezone for san fransico,66,business
"if i’m in japan, what time zone am i in",66,business
tell me what time zone portugal uses,66,business
nigeria is in which time zone,66,business
the time zone for brazil is what,66,business
what time zone is ireland in,66,business
what's the timezone for boston,66,business
do you know the timezone for dublin,66,business
what's the timezone for san diego,66,business
what timezone is london is,66,business
what timezone is melbourne in,66,business
what timezone would tampa be in,66,business
what timezone do they use in la,66,business
can you tell me denver's timezone,66,business
what timezone does bangor have,66,business
does phoenix have a different timezone,66,business
do you know the timezone for phoenix,66,business
what timezone would i be in if i traveled to moscow,66,business
"if you're in melbourne, what timezone are you in",66,business
what timezone is milan in,66,business
detroit is in what timezone,66,business
can you tell me what timezone chicago is in,66,business
doy ou know what timezone chicago is in,66,business
could you tell me what timezone reno is in,66,business
reno's timezone is what,66,business
"if i change my timezone to reno, what would it be",66,business
do you know what the timezone is in reno,66,business
"if i am in reno, what would the timezone be",66,business
find the applicable timezone for austin,66,business
what time zone are we currently in,66,business
please search for portland's timezone,66,business
in what timezone does baton rouge fall,66,business
can you tell me the timezone that hartford is in,66,business
i need to know what timezone sedona is in,66,business
can you tell my what france's timezone is,66,business
i would like information on france's timezone,66,business
i want to know france's timezone,66,business
which timezone is france in,66,business
what timezone is france in,66,business
what timezone is new york in,66,business
what timezone is reno in,66,business
what timezone is vegas in,66,business
what timezone is los angeles in,66,business
is austin in the central timezone,66,business
does the central timezone include austin,66,business
what is the timezone in las vegas,66,business
which timezone is las vegas in,66,business
las vegas is in what timezone,66,business
tell me the timezone las vegas is in,66,business
las vegas timezone please,66,business
what timezone is boston in,66,business
go past this song,118,business
put on the next song,118,business
please play the next song,118,business
go forward to the next song on the playlist,118,business
change the song to the next one,118,business
go to the next song on the playlist,118,business
go to my next song,118,business
skip this song,118,business
